2021-11-08 12:05:50.879771, xqcow, eliminar__, SO BAD OMEGALUL 󠀀, PRIVMSG
2021-11-08 12:05:50.879806, xqcow, dmtwow, O, PRIVMSG
2021-11-08 12:05:51.075729, xqcow, killua788, WutFace ?, PRIVMSG
2021-11-08 12:05:51.075767, xqcow, fazefadaze, oo, PRIVMSG
2021-11-08 12:05:51.266491, xqcow, milar98, O, PRIVMSG
2021-11-08 12:05:51.456649, xqcow, dissimilate_, xqcCheer xqcCheer xqcCheer xqcCheer xqcCheer xqcCheer xqcCheer xqcCheer xqcCheer xqcCheer xqcCheer, PRIVMSG
2021-11-08 12:05:51.646926, xqcow, aura_z_, WutFace, PRIVMSG
2021-11-08 12:05:51.646964, xqcow, mighty_d0n, PogU, PRIVMSG
2021-11-08 12:05:51.868615, xqcow, reuelrockstar123, boom, PRIVMSG
2021-11-08 12:05:52.057378, xqcow, omdano, TAP THE AIM FOR MAX AIMBOT @xQcOW, PRIVMSG
2021-11-08 12:05:52.057416, xqcow, co2ine, xqcCheer you're so bad xqcow, PRIVMSG
2021-11-08 12:05:52.246404, xqcow, fazefadaze, ooo, PRIVMSG
2021-11-08 12:05:52.442707, xqcow, forgettrance, WutFace, PRIVMSG
2021-11-08 12:05:52.635193, xqcow, dravrios, o, PRIVMSG
2021-11-08 12:05:52.635233, xqcow, koyoshii, monkaW, PRIVMSG
2021-11-08 12:10:01.994652, xqcow, red_blade9, xqcLL my doggie, PRIVMSG
2021-11-08 12:10:01.994661, xqcow, noobfredo, WeirdChamp WTF, PRIVMSG
2021-11-08 12:10:02.528083, xqcow, saleman_97, OMEGHALUL, PRIVMSG
2021-11-08 12:10:02.724295, xqcow, pranayyy, ur content is 100% complaining, PRIVMSG
2021-11-08 12:10:02.724333, xqcow, autistic_canadian, COD is bad since at least 2010, PRIVMSG
2021-11-08 12:10:02.724362, xqcow, ilovebeingagamer, R really LUL, PRIVMSG
2021-11-08 12:10:02.724373, xqcow, gurtgurtgurt1, Wowee, PRIVMSG
2021-11-08 12:10:02.724382, xqcow, monkqs, FeelsWeirdMan  @xqcow, PRIVMSG
2021-11-08 12:10:02.724391, xqcow, hyemhy3m, WeirdChamp WE WILL REMEMBER, PRIVMSG
2021-11-08 12:10:02.724400, xqcow, gigsy_, WAYTOODANK every single spawn WAYTOODANK every single spawn WAYTOODANK every single spawn WAYTOODANK every single spawn, PRIVMSG
2021-11-08 12:10:02.724410, xqcow, elbasuraz, LUL LUL LUL, PRIVMSG
2021-11-08 12:10:02.724418, xqcow, styrax__, WeirdChamp WeirdChamp, PRIVMSG
2021-11-08 12:10:02.912403, xqcow, onlyalonelywanderer, Complainer Andy OMEGALUL, PRIVMSG
2021-11-08 12:10:03.152910, xqcow, bblessedcrust, I FORGOR OkayChamp, PRIVMSG
2021-11-08 12:10:03.339174, xqcow, xdivinegoldfish, Wowee ❣, PRIVMSG
2021-11-08 12:10:03.339219, xqcow, hotzin, W OMEGALUL W, PRIVMSG
2021-11-08 12:10:03.339232, xqcow, thewithard, WeirdChamp i remember tundra, PRIVMSG
2021-11-08 12:10:03.527800, xqcow, eliminar__, wow 󠀀, PRIVMSG
2021-11-08 12:10:03.527832, xqcow, monkqs, FeelsWeirdMan @xqcow, PRIVMSG
2021-11-08 12:10:03.527842, xqcow, xorexkz, WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER, PRIVMSG
2021-11-08 12:10:03.527849, xqcow, hsingh60, Dog hit spawns lmao, PRIVMSG
2021-11-08 12:10:03.712420, xqcow, autrayjones, OMEGALUL, PRIVMSG
2021-11-08 12:10:03.712458, xqcow, ferventcz, PepegaBlind OMEGALUL, PRIVMSG
2021-11-08 12:10:03.712470, xqcow, chevenitsu, !#showemote xqcTL, PRIVMSG
2021-11-08 12:10:03.712479, xqcow, mighty_d0n, WeirdChamp, PRIVMSG
2021-11-08 12:10:03.898043, xqcow, uncool1231, True, PRIVMSG
2021-11-08 12:10:03.898082, xqcow, t_gunz_, THIS GAME IS ASS OMEGALUL, PRIVMSG
2021-11-08 12:10:04.192736, xqcow, bianca___, xqcL, PRIVMSG
2021-11-08 12:10:04.380926, xqcow, navideogame, lol, PRIVMSG
2021-11-08 12:10:04.380963, xqcow, coldblackice, CAN'T BREATHE LMFAOOOOOOOOO, PRIVMSG
2021-11-08 12:10:04.380975, xqcow, forgettrance, EVERY GAME WeirdChamp, PRIVMSG
2021-11-08 12:10:04.616484, xqcow, monkqs, FeelsWeirdMan  @xqcow, PRIVMSG
2021-11-08 12:10:04.934614, xqcow, tunafish33, D: TOO FAR D: TOO FAR D: TOO FAR D: TOO FAR, PRIVMSG
2021-11-08 12:10:05.120492, xqcow, monoart_, WeirdChamp, PRIVMSG
2021-11-08 12:10:05.306227, xqcow, aeziy_, WeirdChamp Dog killer, PRIVMSG
2021-11-08 12:10:05.306284, xqcow, thecrashoveride, deathmatch, PRIVMSG
2021-11-08 12:10:05.306297, xqcow, niiro_o, W OMEGALUL W, PRIVMSG
2021-11-08 12:10:05.648993, xqcow, bobaone, xqcLL, PRIVMSG
2021-11-08 12:10:05.838527, xqcow, vbenihanas, DOGS TTK LONGER THAN PLAYER DOGS TTK LONGER THAN PLAYER DOGS TTK LONGER THAN PLAYER, PRIVMSG
2021-11-08 12:10:05.838565, xqcow, monkqs, FeelsWeirdMan @xqcow, PRIVMSG
2021-11-08 12:10:05.838577, xqcow, grimace29, trust me we are thinking the same thing this game is cheeks, PRIVMSG
2021-11-08 12:10:05.838589, xqcow, 1taro2, D:, PRIVMSG
2021-11-08 12:10:05.838598, xqcow, whidex, @MightyOaks elisWiggle ., PRIVMSG
2021-11-08 12:10:06.164148, xqcow, euzxh, 😂😂😂😂, PRIVMSG
2021-11-08 12:10:06.359006, xqcow, cmonbruh_420, D:, PRIVMSG
2021-11-08 12:10:06.359043, xqcow, chevenitsu, !#showemote xqcTL 󠀀, PRIVMSG
2021-11-08 12:10:06.359057, xqcow, delyan5, I wish I was a dog and could tank 20 bullets b4 i die lmao, PRIVMSG
2021-11-08 12:10:06.545615, xqcow, goinuptown, D: STOP, PRIVMSG
2021-11-08 12:10:06.545652, xqcow, sneakysquid37, Sadge LOSING IT Sadge LOSING IT, PRIVMSG
2021-11-08 12:10:06.743171, xqcow, aura_z_, widepeepoSad STOP WTF, PRIVMSG
2021-11-08 12:10:06.743210, xqcow, rn_gamer89, D:, PRIVMSG
2021-11-08 12:10:06.933815, xqcow, cyantists, so much smoke, PRIVMSG
2021-11-08 12:10:06.933840, xqcow, uknowthefknvibez, Pog WaW MAP Pog WaW MAP Pog WaW MAP Pog WaW MAP Pog WaW MAP Pog WaW MAP Pog WaW MAP Pog WaW MAP Pog WaW MAP Pog WaW MAP Pog WaW MAP, PRIVMSG
2021-11-08 12:10:06.933849, xqcow, dankodisco, d:, PRIVMSG
2021-11-08 12:10:06.933854, xqcow, frootsaladass, WeirdChamp I REMEMBER, PRIVMSG
2021-11-08 12:10:06.933868, xqcow, monkqs, FeelsWeirdMan  @xqcow, PRIVMSG
2021-11-08 12:10:07.138924, xqcow, uwugabooga, modCheck VOICE CHAT?, PRIVMSG
2021-11-08 12:10:07.138952, xqcow, pineapplejuices, FrankerZ, PRIVMSG
2021-11-08 12:10:07.138960, xqcow, hasraben, GASSSSPPPPPPPPPPPP, PRIVMSG
2021-11-08 12:10:07.138966, xqcow, reuelrockstar123, SOMEONE CHECK HIS CONTROLLER HOLY PogU, PRIVMSG
2021-11-08 12:10:07.327227, xqcow, niiro_o, D:, PRIVMSG
2021-11-08 12:10:07.511943, xqcow, anthonypmc, WeirdChamp DOG KILLER, PRIVMSG
2021-11-08 12:10:07.511985, xqcow, balxpjd, D:, PRIVMSG
2021-11-08 12:10:07.699012, xqcow, criptaike, OMEGALUL, PRIVMSG
2021-11-08 12:10:07.699050, xqcow, large_bag_of_chips, OhMyDog, PRIVMSG
2021-11-08 12:10:07.900201, xqcow, oogaballooga, D:, PRIVMSG
2021-11-08 12:10:07.900237, xqcow, avven_, xqcLL, PRIVMSG
2021-11-08 12:10:07.900250, xqcow, agent_m007, D: D: D:, PRIVMSG
2021-11-08 12:10:07.900260, xqcow, annsswer, WAYTOODANK, PRIVMSG
2021-11-08 12:10:07.900269, xqcow, traktorq, D:, PRIVMSG
2021-11-08 12:10:07.900281, xqcow, goinuptown, D: STOP 󠀀, PRIVMSG
2021-11-08 12:10:08.132238, xqcow, monkqs, FeelsWeirdMan @xqcow, PRIVMSG
2021-11-08 12:10:08.132293, xqcow, mechanicalpotato, W OMEGALUL W, PRIVMSG
2021-11-08 12:10:08.132305, xqcow, misterdwx, WeirdChamp I REMEMBER, PRIVMSG
2021-11-08 12:10:08.132314, xqcow, jxmbei, W OMEGALUL W, PRIVMSG
2021-11-08 12:10:08.132324, xqcow, velgrind, W OMEGALUL W, PRIVMSG
2021-11-08 12:10:08.132335, xqcow, x0_kyler_0x, D:, PRIVMSG
2021-11-08 12:10:08.132346, xqcow, firetacker, W OMEGALUL W, PRIVMSG
2021-11-08 12:10:08.329651, xqcow, oh_craft, D:, PRIVMSG
2021-11-08 12:10:08.329691, xqcow, drakthaar123, Boycott this shit, PRIVMSG
2021-11-08 12:10:08.329702, xqcow, peniparker, WTF, PRIVMSG
2021-11-08 12:10:08.329712, xqcow, spoooderman35, xqcPeepo WOW, PRIVMSG
2021-11-08 12:10:08.329721, xqcow, walruse05, xqcBless, PRIVMSG
2021-11-08 12:10:08.329730, xqcow, michw1, asleepyHYPERS, PRIVMSG
2021-11-08 12:10:08.329739, xqcow, forsaaaaancd, WeirdChamp I REMEBE, PRIVMSG
2021-11-08 12:10:08.538262, xqcow, thiccboiinoodles, D:, PRIVMSG
2021-11-08 12:10:08.538298, xqcow, carryal0t, D: STOP, PRIVMSG
2021-11-08 12:10:08.727990, xqcow, davemoscato, xqcCheer xqcL xqcCheer xqcL xqcCheer xqcL xqcCheer xqcL xqcCheer xqcL xqcDisco xqcDisco xqcDisco, PRIVMSG
2021-11-08 12:10:08.728027, xqcow, frootsaladass, WeirdChamp I REMEMBER WeirdChamp I REMEMBER, PRIVMSG
2021-11-08 12:10:08.728040, xqcow, yandere_05, D:, PRIVMSG
2021-11-08 12:10:08.728051, xqcow, rektbud, AHHAHAHAHAHA, PRIVMSG
2021-11-08 12:10:08.728061, xqcow, mcfigon, D:, PRIVMSG
2021-11-08 12:10:08.728070, xqcow, ah4700, D:, PRIVMSG
2021-11-08 12:10:08.916310, xqcow, pollos3, AGAIN>>>>?????, PRIVMSG
2021-11-08 12:10:08.916334, xqcow, chamborals, w OMEGALUL w, PRIVMSG
2021-11-08 12:10:08.916342, xqcow, murderer3r, doggo D:, PRIVMSG
2021-11-08 12:10:08.916348, xqcow, domistakenbyarandom, D:, PRIVMSG
2021-11-08 12:10:09.102669, xqcow, mrpopper12x, D:, PRIVMSG
2021-11-08 12:10:10.359556, xqcow, kukucrie, D:, PRIVMSG
2021-11-08 12:10:10.547217, xqcow, hetmannetje4343, D:, PRIVMSG
2021-11-08 12:10:10.547254, xqcow, caramelldansen1, D:, PRIVMSG
2021-11-08 12:10:10.741823, xqcow, carryal0t, STOP WeirdChamp, PRIVMSG
2021-11-08 12:10:10.741860, xqcow, beeflightningmcqueen, R OMEGALUL LLED, PRIVMSG
2021-11-08 12:10:10.741888, xqcow, peniparker, STOPPP, PRIVMSG
2021-11-08 12:10:10.741902, xqcow, notswxen, D: D:, PRIVMSG
2021-11-08 12:10:10.741912, xqcow, hyemhy3m, D: STOP, PRIVMSG
2021-11-08 12:10:10.741922, xqcow, kelp_shake_from_spongebob, D:, PRIVMSG
2021-11-08 12:10:10.742047, xqcow, mass_panick, PROGRESSIVE GAMING LULW PROGRESSIVE GAMING LULW PROGRESSIVE GAMING LULW PROGRESSIVE GAMING LULW, PRIVMSG
2021-11-08 12:10:10.946212, xqcow, quinntecha, D: STOP, PRIVMSG
2021-11-08 12:10:10.946236, xqcow, fatalix57, WeirdChamp WE WILL REMEMBER, PRIVMSG
2021-11-08 12:10:10.946242, xqcow, thenamescheeze, W OMEGALUL W, PRIVMSG
2021-11-08 12:10:10.946248, xqcow, kyliedman, WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER, PRIVMSG
2021-11-08 12:10:10.946263, xqcow, velgrind, D:, PRIVMSG
2021-11-08 12:10:11.135966, xqcow, cardinalwolf69, D:, PRIVMSG
2021-11-08 12:10:11.322762, xqcow, xmebutt1, CONTROLLER IS BROKEN Copege CONTROLLER IS BROKEN Copege CONTROLLER IS BROKEN Copege CONTROLLER IS BROKEN Copege CONTROLLER IS BROKEN Copege CONTROLLER IS BROKEN Copege CONTROLLER IS BROKEN Copege CONTROLLER IS BROKEN Copege, PRIVMSG
2021-11-08 12:10:11.322837, xqcow, asaad_9, OMEGALUL aim, PRIVMSG
2021-11-08 12:10:11.322852, xqcow, soz_bitys, D: D:, PRIVMSG
2021-11-08 12:10:11.322862, xqcow, corrosivejake_, WeirdChamp TUNDRA, PRIVMSG
2021-11-08 12:10:11.322874, xqcow, kiwi_chips, xqcT 󠀀, PRIVMSG
2021-11-08 12:10:11.508416, xqcow, xoosterr, PepegaAim 󠀀, PRIVMSG
2021-11-08 12:10:11.508458, xqcow, jxmbei, D:, PRIVMSG
2021-11-08 12:10:11.508470, xqcow, tommy_v1, D:, PRIVMSG
2021-11-08 12:10:11.508480, xqcow, reuelrockstar123, D:, PRIVMSG
2021-11-08 12:10:11.508490, xqcow, n_otdimension, OkayChamp chat what happened i dont rember, PRIVMSG
2021-11-08 12:10:11.508501, xqcow, imbarc0de, OMEGALUL 󠀀, PRIVMSG
2021-11-08 12:10:11.508511, xqcow, exousia_alt, D:, PRIVMSG
2021-11-08 12:10:11.508520, xqcow, dankodisco, D:, PRIVMSG
2021-11-08 12:10:11.694631, xqcow, okaybuddy24, AIM OMEGALUL, PRIVMSG
2021-11-08 12:10:11.694668, xqcow, elix_r, ???????, PRIVMSG
2021-11-08 12:10:11.694682, xqcow, mrpopper12x, D: PETA, PRIVMSG
2021-11-08 12:10:11.694691, xqcow, harvzz, LULW, PRIVMSG
2021-11-08 12:10:11.897529, xqcow, frozenspray, STOP PETA D:, PRIVMSG
2021-11-08 12:10:11.897566, xqcow, rickyslickysavvy, D:, PRIVMSG
2021-11-08 12:10:12.083316, xqcow, fortunexb, OMEGALUL, PRIVMSG
2021-11-08 12:10:12.083355, xqcow, aynge, OMEGALUL, PRIVMSG
2021-11-08 12:10:12.083366, xqcow, mechanicalpotato, PepegaAim, PRIVMSG
2021-11-08 12:10:13.397104, xqcow, mattg423, KARMA, PRIVMSG
2021-11-08 12:10:13.585934, xqcow, peniparker, STOPPPPPPPPPPP, PRIVMSG
2021-11-08 12:10:13.585972, xqcow, mass_panick, PROGRESSIVE GAMING LULW PROGRESSIVE GAMING LULW, PRIVMSG
2021-11-08 12:10:13.773158, xqcow, pollos3, ARE U SRS LUL, PRIVMSG
2021-11-08 12:10:13.773184, xqcow, xise_tswizzel, D: D:, PRIVMSG
2021-11-08 12:10:13.773191, xqcow, neonreas, OMEGALUL, PRIVMSG
2021-11-08 12:10:13.773196, xqcow, hecticbelike, D:, PRIVMSG
2021-11-08 12:10:13.773202, xqcow, vaedrath_, DOG TAKES MORE BULLETS THAN PEOPLE OMEGALUL DOG TAKES MORE BULLETS THAN PEOPLE OMEGALUL, PRIVMSG
2021-11-08 12:10:13.972894, xqcow, kalie_27, LUL, PRIVMSG
2021-11-08 12:10:13.972935, xqcow, vanishedsimp, D:, PRIVMSG
2021-11-08 12:10:14.162650, xqcow, thediamondpro44, MY MAN MEGALUL KILL MORE DOGSMY MAN MEGALUL KILL MORE DOGSMY MAN MEGALUL KILL MORE DOGSMY MAN MEGALUL KILL MORE DOGSMY MAN MEGALUL KILL MORE DOGSMY MAN MEGALUL KILL MORE DOGSMY MAN MEGALUL KILL MORE DOGSMY MAN MEGALUL KILL MORE DOGSMY MAN MEGALUL KILL MORE DOGSMY MAN MEGALUL KILL MORE DOGSMY MAN MEGALUL KILL MORE DOGSMY MAN MEGALUL KILL MORE DOGSMY MAN MEGALUL KILL MORE DOGS, PRIVMSG
2021-11-08 12:10:14.162681, xqcow, spaggeti101, go on mouse and keyboard this aim ain't it, PRIVMSG
2021-11-08 12:10:14.162691, xqcow, igarros, D: stop, PRIVMSG
2021-11-08 12:10:14.162699, xqcow, balxpjd, DESERVED, PRIVMSG
2021-11-08 12:10:14.348916, xqcow, wizzy85, OMEGALUL, PRIVMSG
2021-11-08 12:10:14.348944, xqcow, furqanriaz, skelth alteCry, PRIVMSG
2021-11-08 12:10:14.348953, xqcow, wusiii, dog has 3000hp, PRIVMSG
2021-11-08 12:10:14.348961, xqcow, t7meelh, نشقةش, PRIVMSG
2021-11-08 12:10:14.538586, xqcow, adam7600, D: PETA, PRIVMSG
2021-11-08 12:10:14.538613, xqcow, zibz_, PagMan, PRIVMSG
2021-11-08 12:10:14.538622, xqcow, palladium_oxidized, D:, PRIVMSG
2021-11-08 12:10:14.538630, xqcow, arvinbijan, LULW, PRIVMSG
2021-11-08 12:10:14.538636, xqcow, uwugysel, D: bro, PRIVMSG
2021-11-08 12:10:14.538643, xqcow, tanzooom, forsenBB, PRIVMSG
2021-11-08 12:10:14.538649, xqcow, koyoshii, xqcScoots, PRIVMSG
2021-11-08 12:10:14.538656, xqcow, ketamining, D:, PRIVMSG
2021-11-08 12:10:14.538662, xqcow, stiffbox79, pepegaAim, PRIVMSG
2021-11-08 12:10:14.724405, xqcow, xorexkz, WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER, PRIVMSG
2021-11-08 12:10:14.724443, xqcow, bxrchampion, LOOOOOOOOOOOL, PRIVMSG
2021-11-08 12:10:14.724456, xqcow, autrayjones, OMEGALUL 󠀀, PRIVMSG
2021-11-08 12:10:14.724468, xqcow, hawxnyte, OMEGALUL KARMA, PRIVMSG
2021-11-08 12:10:14.724478, xqcow, bandit_with_c4, WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER WeirdChamp WE WILL REMEMBER, PRIVMSG
