2021-11-08 20:37:21.079760, rainbow6, xxesparta6xx, EZZ Chiefs, PRIVMSG
2021-11-08 20:37:21.694537, rainbow6, besko365, fazeup fazeup, PRIVMSG
2021-11-08 20:37:22.103421, rainbow6, its_diego78, !drops, PRIVMSG
2021-11-08 20:37:22.615174, rainbow6, leo__riva04, !drops, PRIVMSG
2021-11-08 20:37:22.812632, rainbow6, sadfacade, Brazil is too good, PRIVMSG
2021-11-08 20:37:23.581226, rainbow6, tsun4m1_g4ming, oooouch, PRIVMSG
2021-11-08 20:37:23.777711, rainbow6, znezziez, is there a free esports pack or is it only from drops?, PRIVMSG
2021-11-08 20:37:24.263627, rainbow6, apostilov, think faze are pretty decent, PRIVMSG
2021-11-08 20:37:25.991486, rainbow6, dablacknit3, is Faze even playing a team? LUL LUL LUL, PRIVMSG
2021-11-08 20:37:26.401340, rainbow6, macedonia38, -640 gang, PRIVMSG
2021-11-08 20:37:26.810502, rainbow6, br0gin, ez 4 faze, PRIVMSG
2021-11-08 20:37:27.731417, rainbow6, juand1703, 🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦, PRIVMSG
2021-11-08 20:37:29.064399, rainbow6, tsun4m1_g4ming, chiefs, PRIVMSG
2021-11-08 20:37:29.275802, rainbow6, neverls_, why the drops stuck, PRIVMSG
2021-11-08 20:37:30.048737, rainbow6, theoneyoufeed80, <3 <3, PRIVMSG
2021-11-08 20:37:30.394307, rainbow6, mainstaymist, 🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLIN, PRIVMSG
2021-11-08 20:37:30.804127, rainbow6, deeeeznuts69com, JEEEEz, PRIVMSG
2021-11-08 20:37:31.549973, rainbow6, art3mis_20, BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING, PRIVMSG
2021-11-08 20:37:31.927684, rainbow6, cyborg5cyborg, these drops take forever goddamn, PRIVMSG
2021-11-08 20:37:33.876812, rainbow6, jayskiiiiiiii, anyone know when I get my drops?, PRIVMSG
2021-11-08 20:37:34.178437, rainbow6, lvnoob0, xqcSleeper xqcSleeper xqcSleeper, PRIVMSG
2021-11-08 20:37:35.044715, rainbow6, starlson69, it aint it chief, PRIVMSG
2021-11-08 20:37:35.304593, rainbow6, spartanward105330, 🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING, PRIVMSG
2021-11-08 20:37:35.611158, rainbow6, sampanchung1234, 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦, PRIVMSG
2021-11-08 20:37:35.920422, rainbow6, zachyfps, If Worthy has a million fans I am one of them. If Worthy has ten fans I am one of them. If Worthy has no fans, that means I am no more on the earth. If the World is against Worthy, I am against the World. I love Worthy till my last breath, PRIVMSG
2021-11-08 20:37:36.105753, rainbow6, juhasz2014, Love the passion from LATAM teams, PRIVMSG
2021-11-08 20:37:36.433931, rainbow6, 42nigby0, sheeeeeeiiittttt, PRIVMSG
2021-11-08 20:37:37.046349, rainbow6, soundaxs, 🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING, PRIVMSG
2021-11-08 20:37:37.267145, rainbow6, thtdeepvoiceguy, 🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING, PRIVMSG
2021-11-08 20:37:38.172352, rainbow6, jkelvinzg, CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLIN, PRIVMSG
2021-11-08 20:37:38.360017, rainbow6, abemke, 2 EZ, PRIVMSG
2021-11-08 20:37:39.297526, rainbow6, eiusss, late o coração cachorro late o coração auuuuu, PRIVMSG
2021-11-08 20:37:39.486788, rainbow6, ssavage_potato, guys how much time do we have to watch for to get a pack???, PRIVMSG
2021-11-08 20:37:39.729800, rainbow6, maoamoi_, !casters, PRIVMSG
2021-11-08 20:37:43.182592, rainbow6, tommasofiore1234, !match, PRIVMSG
2021-11-08 20:37:43.374706, rainbow6, mainstaymist, 🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLI, PRIVMSG
2021-11-08 20:37:44.207005, rainbow6, usefulcoyote, the momentum faze is bringing is unmatched, PRIVMSG
2021-11-08 20:37:44.407876, rainbow6, nima4151, Did u recive your pack in game?, PRIVMSG
2021-11-08 20:37:44.944185, rainbow6, michaelcaboose, xqcP any pumpers?, PRIVMSG
2021-11-08 20:37:45.331690, rainbow6, pewdiepay98, FaZe 14-0?, PRIVMSG
2021-11-08 20:37:46.968970, rainbow6, thtdeepvoiceguy, 🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BIN, PRIVMSG
2021-11-08 20:37:47.686875, rainbow6, prodgmk, !schedule, PRIVMSG
2021-11-08 20:37:47.871231, rainbow6, moobot, @prodgmk https://siege.gg/matches?tab=upcoming&competitions, PRIVMSG
2021-11-08 20:37:48.399878, rainbow6, reallyblessqd, 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦, PRIVMSG
2021-11-08 20:37:49.118078, rainbow6, sampanchung1234, 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦, PRIVMSG
2021-11-08 20:37:49.423425, rainbow6, domjnz, Binnggggggg bonggg shnigur toes, PRIVMSG
2021-11-08 20:37:51.268074, rainbow6, lefouuplayer, SSSsss, PRIVMSG
2021-11-08 20:37:51.453260, rainbow6, berl1n_hqz, 🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING, PRIVMSG
2021-11-08 20:37:53.617719, rainbow6, mk7_r6, @ssavage_potato 4 hours, PRIVMSG
2021-11-08 20:37:53.926516, rainbow6, ravendwyr, @ssavage_potato four hours, PRIVMSG
2021-11-08 20:37:55.356786, rainbow6, mainstaymist, 🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING, PRIVMSG
2021-11-08 20:37:55.970737, rainbow6, micavalorant, wpcsNAVI wpcsNAVI wpcsNAVI, PRIVMSG
2021-11-08 20:37:57.077086, rainbow6, darkwingduck718, kixLeft kixMid kixRight, PRIVMSG
2021-11-08 20:37:58.975587, rainbow6, dablacknit3, 2 EZ, PRIVMSG
2021-11-08 20:37:59.183409, rainbow6, mpm1999, @ssavage_potato 4 hours, PRIVMSG
2021-11-08 20:37:59.862197, rainbow6, mr_tortoisez, 🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLI, PRIVMSG
2021-11-08 20:38:00.380470, rainbow6, wasssgoooddd, 🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLI, PRIVMSG
2021-11-08 20:38:00.592689, rainbow6, themontemayor, I have not yet, PRIVMSG
2021-11-08 20:38:01.245071, rainbow6, gtacod_5, 🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING, PRIVMSG
2021-11-08 20:38:01.929990, rainbow6, mainstaymist, 🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHIL, PRIVMSG
2021-11-08 20:38:02.913464, rainbow6, kragzhan, 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦, PRIVMSG
2021-11-08 20:38:04.260942, rainbow6, thaleseugenio, late o coração cachorro late o coração auuuuu, PRIVMSG
2021-11-08 20:38:07.534578, rainbow6, ssavage_potato, thanks guys, PRIVMSG
2021-11-08 20:38:08.149291, rainbow6, bsbcosplay, Gg, PRIVMSG
2021-11-08 20:38:08.344118, rainbow6, nissanagi, @ssavage_potato 4 hours total but there is 4 obtainable packs soo 4x4 is 16 hours, PRIVMSG
2021-11-08 20:38:08.662404, rainbow6, whantyz, brazil the best region, PRIVMSG
2021-11-08 20:38:08.851166, rainbow6, lalalani3, tokyoo2sweet tokyoo2sweet, PRIVMSG
2021-11-08 20:38:09.283678, rainbow6, aurum749216, @jayskiiiiiiii 4 hours for one drop. Check your inventory to see how much you have left, PRIVMSG
2021-11-08 20:38:11.652131, rainbow6, f3r1__, 🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLI, PRIVMSG
2021-11-08 20:38:13.467310, rainbow6, squeakyz1, <3 <3, PRIVMSG
2021-11-08 20:38:13.775015, rainbow6, reallyblessqd, 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶🍦 🥶🍦 BING CHILLING 🥶, PRIVMSG
2021-11-08 20:38:14.286956, rainbow6, lamus_jestem, 🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLI, PRIVMSG
2021-11-08 20:38:14.476987, rainbow6, neric_5, #SaveAboriginals, PRIVMSG
2021-11-08 20:38:14.680709, rainbow6, mainstaymist, 🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILL, PRIVMSG
2021-11-08 20:38:15.014474, rainbow6, andersonnashe, Alguien español, PRIVMSG
2021-11-08 20:38:15.259110, rainbow6, thtdeepvoiceguy, 🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING, PRIVMSG
2021-11-08 20:38:16.566259, rainbow6, alex_hunter_ua, 🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING, PRIVMSG
2021-11-08 20:38:16.760574, rainbow6, yankeegd, 🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦, PRIVMSG
2021-11-08 20:38:16.760618, rainbow6, native_the_tomato, 🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING, PRIVMSG
2021-11-08 20:38:17.056266, rainbow6, iamtai7907, 7-0 again??? Kreygasm Kreygasm Kreygasm, PRIVMSG
2021-11-08 20:38:17.765696, rainbow6, leo__riva04, !drops, PRIVMSG
2021-11-08 20:38:17.970131, rainbow6, moobot, @leo__riva04 LINK your account here: https://drops-register.ubi.com/ | Check your DROPS PROGRESS here: https://www.twitch.tv/drops/inventory | For more info: https://www.twitch.tv/drops/campaigns | Event Guide: https://www.ubisoft.com/en-gb/esports/rainbow-six/siege/news-updates/1YixsoBSeyKb56TZIDyfB2, PRIVMSG
2021-11-08 20:38:18.891393, rainbow6, alejandro_prime, @jayskiiiiiiii you have to wait 4 hours for the first drop and have your ubisoft account linked to your twitch, PRIVMSG
2021-11-08 20:38:19.079111, rainbow6, lvnoob0, xqcAbdul, PRIVMSG
2021-11-08 20:38:19.079221, rainbow6, ojonkan, @ssavage_potato 4 hours, PRIVMSG
2021-11-08 20:38:19.709696, rainbow6, vmyssticz, sry but this cant be all skill, PRIVMSG
2021-11-08 20:38:20.735100, rainbow6, gabbofifo, 🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHIL, PRIVMSG
2021-11-08 20:38:21.768497, rainbow6, soloplay_bruh, -640, PRIVMSG
2021-11-08 20:38:22.934166, rainbow6, mainstaymist, 🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLIN, PRIVMSG
2021-11-08 20:38:24.565976, rainbow6, shadowwmoses, jasonrMean jasonrMean jasonrMean jasonrMean jasonrMean jasonrMean jasonrMean jasonrMean jasonrMean jasonrMean jasonrMean jasonrMean, PRIVMSG
2021-11-08 20:38:24.804285, rainbow6, cq7021568, OMEGALUL, PRIVMSG
2021-11-08 20:38:25.002743, rainbow6, turtlebitmytip, kixLeft kixMid kixRight, PRIVMSG
2021-11-08 20:38:26.929630, rainbow6, cookie_yii, This game is dead, PRIVMSG
2021-11-08 20:38:30.093476, rainbow6, yslyzi, JUPITARYPL, PRIVMSG
2021-11-08 20:38:30.575947, rainbow6, vnomystic, 🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLI, PRIVMSG
2021-11-08 20:38:31.529841, rainbow6, ellowrain, FAZE, PRIVMSG
2021-11-08 20:38:31.724596, rainbow6, mainstaymist, 🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING, PRIVMSG
2021-11-08 20:38:31.724626, rainbow6, guzzcasts, xQcL, PRIVMSG
2021-11-08 20:38:31.909639, rainbow6, svsuspect, come on the Aussies, PRIVMSG
2021-11-08 20:38:32.591795, rainbow6, aserityng, xqcL xqcL xqcL xqcL, PRIVMSG
2021-11-08 20:38:34.455581, rainbow6, umahkween, i can’t believe this chat, such disgrace! people are spamming total nonsense, what in the name of KEKW and LULW you are talking about? is this some sort of a cult that I don’t want to be part of, I came here to enjoy professional siege not look at manchilds, please stop spamming or i am suing everybody in this chat for ruined experience!, PRIVMSG
2021-11-08 20:38:34.671854, rainbow6, denessszocs, !bracket, PRIVMSG
2021-11-08 20:38:36.389802, rainbow6, tsf_rxvenge, 🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLIN, PRIVMSG
2021-11-08 20:38:36.575818, rainbow6, saveabjays, 🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLIN, PRIVMSG
2021-11-08 20:38:36.762910, rainbow6, jayskiiiiiiii, IF U GO INTO UR SETTINGS AND LOOK FOR DROP U CAN SEE UR PROGRESS, PRIVMSG
2021-11-08 20:38:37.208657, rainbow6, yourdailydeliveryman, U lot should maje it 1 drop every 2hrs since its possible to get trash duplicates, PRIVMSG
2021-11-08 20:38:37.515527, rainbow6, x2strike, esfandPls xqcDisco esfandPls xqcDisco esfandPls xqcDisco esfandPls xqcDisco esfandPls xqcDisco esfandPls xqcDisco esfandPls xqcDisco esfandPls xqcDisco esfandPls xqcDisco esfandPls xqcDisco esfandPls xqcDisco esfandPls xqcDisco esfandPls xqcDisco esfandPls xqcDisco esfandPls xqcDisco esfandPls xqcDisco, PRIVMSG
2021-11-08 20:38:38.539014, rainbow6, soloplay_bruh, -640 gang, PRIVMSG
2021-11-08 20:38:39.716843, rainbow6, muhllly, Let's go Brandon!, PRIVMSG
2021-11-08 20:38:40.879542, rainbow6, makviro, I NEED IT LION BUFF, PRIVMSG
2021-11-08 20:38:42.882018, rainbow6, lvnoob0, BatChest BAAAAATTTT R6 BatChest BAAAAATTTT R6 BatChest BAAAAATTTT R6, PRIVMSG
2021-11-08 20:38:43.849157, rainbow6, shadowwmoses, jasonrPOSIT jasonrIVITY, PRIVMSG
2021-11-08 20:38:44.041067, rainbow6, aserityng, @cookie_yii cool, PRIVMSG
2021-11-08 20:38:44.495562, rainbow6, turtlebitmytip, xqcL xqcL xqcL xqcL, PRIVMSG
2021-11-08 20:38:44.695234, rainbow6, big_lisp, @cookie_yii yet you’re here?, PRIVMSG
2021-11-08 20:38:47.237891, rainbow6, sunsetcat2, @cookie_yii llike your life, PRIVMSG
2021-11-08 20:38:47.433132, rainbow6, vnomystic, i can’t believe this chat, such disgrace! people are spamming total nonsense, what in the name of KEKW and LULW you are talking about? is this some sort of a cult that I don’t want to be part of, I came here to enjoy professional siege not look at manchilds, please stop spamming or i am suing everybody in this chat for ruined experience!, PRIVMSG
2021-11-08 20:38:49.134107, rainbow6, mainstaymist, 🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLING🥶🍦BING CHILLINGG, PRIVMSG
2021-11-08 20:38:49.338951, rainbow6, mcm0ney0, goooo, PRIVMSG
2021-11-08 20:38:49.537551, rainbow6, hazard10jj, tHis gAmE iS dEaD, PRIVMSG
2021-11-08 20:38:49.749674, rainbow6, umahkween, Hey chat, take it easy please. Sometimes I see the same message posted twice. Take your time to actually read chat to avoid embarrassing incidents like this. Thank you. :), PRIVMSG
2021-11-08 20:38:51.177915, rainbow6, miglxxrr, Yeeeeee worthy is only warming up lmaoooooooooooooooo 7-0 ezzzzzzzzzzzzzz, PRIVMSG
2021-11-08 20:38:51.944715, rainbow6, tsun4m1_g4ming, @TG_Matt0 hitting me with the Bozo huh, PRIVMSG
2021-11-08 20:38:54.620323, rainbow6, shadowwmoses, jasonrJ, PRIVMSG
2021-11-08 20:38:54.832447, rainbow6, moobot, Excessive use of symbols, emotes, accented languages, and special characters will result in a short TO by our bot, apologies., PRIVMSG
2021-11-08 20:38:56.651958, rainbow6, tiatorzo11, !drops, PRIVMSG
2021-11-08 20:38:56.844735, rainbow6, moobot, @Tiatorzo11 LINK your account here: https://drops-register.ubi.com/ | Check your DROPS PROGRESS here: https://www.twitch.tv/drops/inventory | For more info: https://www.twitch.tv/drops/campaigns | Event Guide: https://www.ubisoft.com/en-gb/esports/rainbow-six/siege/news-updates/1YixsoBSeyKb56TZIDyfB2, PRIVMSG
2021-11-08 20:38:58.042614, rainbow6, stiv5945, how many rounds to win?, PRIVMSG
2021-11-08 20:38:59.616828, rainbow6, ptyv, TheThing, PRIVMSG
2021-11-08 20:39:01.156633, rainbow6, dj_arbz, abobus, PRIVMSG
2021-11-08 20:39:03.405442, rainbow6, botchyjotron, YOOOOOOOOOOOO -640 GAAAAAAAANG, PRIVMSG
